system:index,Temperature_C,district,month,year,.geo
7_0001000000000000168f,28.8092337407817,Attock District,8,2025,"{""type"":""MultiPoint"",""coordinates"":[]}"
7_00010000000000001690,31.662774855735197,Bahawalnagar District,8,2025,"{""type"":""MultiPoint"",""coordinates"":[]}"
7_00010000000000001691,33.38196239959736,Bahawalpur District,8,2025,"{""type"":""MultiPoint"",""coordinates"":[]}"
7_00010000000000001692,32.56305585291989,Bhakkar District,8,2025,"{""type"":""MultiPoint"",""coordinates"":[]}"
7_00010000000000001693,28.522178110988392,Chakwal District,8,2025,"{""type"":""MultiPoint"",""coordinates"":[]}"
7_00010000000000001694,30.8817922889306,Dera Ghazi Khan District,8,2025,"{""type"":""MultiPoint"",""coordinates"":[]}"
7_00010000000000001695,30.267900525953316,Faisalabad District,8,2025,"{""type"":""MultiPoint"",""coordinates"":[]}"
7_00010000000000001696,28.69103981308568,Gujranwala District,8,2025,"{""type"":""MultiPoint"",""coordinates"":[]}"
7_00010000000000001697,28.115047688872636,Gujrat District,8,2025,"{""type"":""MultiPoint"",""coordinates"":[]}"
7_00010000000000001698,29.595028930409807,Hafizabad District,8,2025,"{""type"":""MultiPoint"",""coordinates"":[]}"
7_00010000000000001699,31.28279426030205,Jhang District,8,2025,"{""type"":""MultiPoint"",""coordinates"":[]}"
7_0001000000000000169a,28.406821937158625,Jhelum District,8,2025,"{""type"":""MultiPoint"",""coordinates"":[]}"
7_0001000000000000169b,29.26071242050713,Kasur District,8,2025,"{""type"":""MultiPoint"",""coordinates"":[]}"
7_0001000000000000169c,31.561732098315932,Khanewal District,8,2025,"{""type"":""MultiPoint"",""coordinates"":[]}"
7_0001000000000000169d,30.504388530553744,Khushab District,8,2025,"{""type"":""MultiPoint"",""coordinates"":[]}"
7_0001000000000000169e,28.780895262428924,Lahore District,8,2025,"{""type"":""MultiPoint"",""coordinates"":[]}"
7_0001000000000000169f,32.47361537541445,Layyah District,8,2025,"{""type"":""MultiPoint"",""coordinates"":[]}"
7_000100000000000016a0,32.6993845886339,Lodhran District,8,2025,"{""type"":""MultiPoint"",""coordinates"":[]}"
7_000100000000000016a1,29.33349224664285,Mandi Bahauddin District,8,2025,"{""type"":""MultiPoint"",""coordinates"":[]}"
7_000100000000000016a2,30.75393409231552,Mianwali District,8,2025,"{""type"":""MultiPoint"",""coordinates"":[]}"
7_000100000000000016a3,32.499446269108994,Multan District,8,2025,"{""type"":""MultiPoint"",""coordinates"":[]}"
7_000100000000000016a4,32.64231209722978,Muzaffargarh District,8,2025,"{""type"":""MultiPoint"",""coordinates"":[]}"
7_000100000000000016a5,27.509428615674373,Narowal District,8,2025,"{""type"":""MultiPoint"",""coordinates"":[]}"
7_000100000000000016a6,30.00961761054035,Okara District,8,2025,"{""type"":""MultiPoint"",""coordinates"":[]}"
7_000100000000000016a7,30.677192724374546,Pakpattan District,8,2025,"{""type"":""MultiPoint"",""coordinates"":[]}"
7_000100000000000016a8,33.6372231422128,Rahim Yar Khan District,8,2025,"{""type"":""MultiPoint"",""coordinates"":[]}"
7_000100000000000016a9,32.643992509639176,Rajanpur District,8,2025,"{""type"":""MultiPoint"",""coordinates"":[]}"
7_000100000000000016aa,26.938395652078825,Rawalpindi District,8,2025,"{""type"":""MultiPoint"",""coordinates"":[]}"
7_000100000000000016ab,30.723091460362117,Sahiwal District,8,2025,"{""type"":""MultiPoint"",""coordinates"":[]}"
7_000100000000000016ac,30.359984933528338,Sargodha District,8,2025,"{""type"":""MultiPoint"",""coordinates"":[]}"
7_000100000000000016ad,29.274005243166236,Sheikhupura District,8,2025,"{""type"":""MultiPoint"",""coordinates"":[]}"
7_000100000000000016ae,27.77623965297611,Sialkot District,8,2025,"{""type"":""MultiPoint"",""coordinates"":[]}"
7_000100000000000016af,31.017642297658256,Toba Tek Singh District,8,2025,"{""type"":""MultiPoint"",""coordinates"":[]}"
7_000100000000000016b0,31.729780543916984,Vehari District,8,2025,"{""type"":""MultiPoint"",""coordinates"":[]}"
8_0001000000000000168f,28.993662427775757,Attock District,9,2025,"{""type"":""MultiPoint"",""coordinates"":[]}"
8_00010000000000001690,29.897354574348117,Bahawalnagar District,9,2025,"{""type"":""MultiPoint"",""coordinates"":[]}"
8_00010000000000001691,31.269873789531957,Bahawalpur District,9,2025,"{""type"":""MultiPoint"",""coordinates"":[]}"
8_00010000000000001692,30.995283587148023,Bhakkar District,9,2025,"{""type"":""MultiPoint"",""coordinates"":[]}"
8_00010000000000001693,28.329746018391848,Chakwal District,9,2025,"{""type"":""MultiPoint"",""coordinates"":[]}"
8_00010000000000001694,28.915467960092656,Dera Ghazi Khan District,9,2025,"{""type"":""MultiPoint"",""coordinates"":[]}"
8_00010000000000001695,28.976314248215782,Faisalabad District,9,2025,"{""type"":""MultiPoint"",""coordinates"":[]}"
8_00010000000000001696,28.195355216111654,Gujranwala District,9,2025,"{""type"":""MultiPoint"",""coordinates"":[]}"
8_00010000000000001697,27.937010508101125,Gujrat District,9,2025,"{""type"":""MultiPoint"",""coordinates"":[]}"
8_00010000000000001698,28.881802376449745,Hafizabad District,9,2025,"{""type"":""MultiPoint"",""coordinates"":[]}"
8_00010000000000001699,29.971643661966628,Jhang District,9,2025,"{""type"":""MultiPoint"",""coordinates"":[]}"
8_0001000000000000169a,28.24466394351486,Jhelum District,9,2025,"{""type"":""MultiPoint"",""coordinates"":[]}"
8_0001000000000000169b,28.259592787593693,Kasur District,9,2025,"{""type"":""MultiPoint"",""coordinates"":[]}"
8_0001000000000000169c,30.12254384323054,Khanewal District,9,2025,"{""type"":""MultiPoint"",""coordinates"":[]}"
8_0001000000000000169d,29.698433253229602,Khushab District,9,2025,"{""type"":""MultiPoint"",""coordinates"":[]}"
8_0001000000000000169e,28.098859209865378,Lahore District,9,2025,"{""type"":""MultiPoint"",""coordinates"":[]}"
8_0001000000000000169f,30.67327784056569,Layyah District,9,2025,"{""type"":""MultiPoint"",""coordinates"":[]}"
8_000100000000000016a0,30.860494368290585,Lodhran District,9,2025,"{""type"":""MultiPoint"",""coordinates"":[]}"
8_000100000000000016a1,28.927555891718292,Mandi Bahauddin District,9,2025,"{""type"":""MultiPoint"",""coordinates"":[]}"
8_000100000000000016a2,30.147714462280312,Mianwali District,9,2025,"{""type"":""MultiPoint"",""coordinates"":[]}"
8_000100000000000016a3,30.751234830768585,Multan District,9,2025,"{""type"":""MultiPoint"",""coordinates"":[]}"
8_000100000000000016a4,30.66812745702864,Muzaffargarh District,9,2025,"{""type"":""MultiPoint"",""coordinates"":[]}"
8_000100000000000016a5,27.477715155908726,Narowal District,9,2025,"{""type"":""MultiPoint"",""coordinates"":[]}"
8_000100000000000016a6,28.594142330492087,Okara District,9,2025,"{""type"":""MultiPoint"",""coordinates"":[]}"
8_000100000000000016a7,28.965261602173484,Pakpattan District,9,2025,"{""type"":""MultiPoint"",""coordinates"":[]}"
8_000100000000000016a8,31.60479170612949,Rahim Yar Khan District,9,2025,"{""type"":""MultiPoint"",""coordinates"":[]}"
8_000100000000000016a9,30.430251863290405,Rajanpur District,9,2025,"{""type"":""MultiPoint"",""coordinates"":[]}"
8_000100000000000016aa,26.647688174146445,Rawalpindi District,9,2025,"{""type"":""MultiPoint"",""coordinates"":[]}"
8_000100000000000016ab,29.089929431779982,Sahiwal District,9,2025,"{""type"":""MultiPoint"",""coordinates"":[]}"
8_000100000000000016ac,29.661452714314244,Sargodha District,9,2025,"{""type"":""MultiPoint"",""coordinates"":[]}"
8_000100000000000016ad,28.363491610440466,Sheikhupura District,9,2025,"{""type"":""MultiPoint"",""coordinates"":[]}"
8_000100000000000016ae,27.61999072519147,Sialkot District,9,2025,"{""type"":""MultiPoint"",""coordinates"":[]}"
8_000100000000000016af,29.405689372029467,Toba Tek Singh District,9,2025,"{""type"":""MultiPoint"",""coordinates"":[]}"
8_000100000000000016b0,30.04136012433576,Vehari District,9,2025,"{""type"":""MultiPoint"",""coordinates"":[]}"
9_0001000000000000168f,22.63526847931157,Attock District,10,2025,"{""type"":""MultiPoint"",""coordinates"":[]}"
9_00010000000000001690,26.73111811418886,Bahawalnagar District,10,2025,"{""type"":""MultiPoint"",""coordinates"":[]}"
9_00010000000000001691,27.478257727143188,Bahawalpur District,10,2025,"{""type"":""MultiPoint"",""coordinates"":[]}"
9_00010000000000001692,25.881387916759454,Bhakkar District,10,2025,"{""type"":""MultiPoint"",""coordinates"":[]}"
9_00010000000000001693,23.418985407590434,Chakwal District,10,2025,"{""type"":""MultiPoint"",""coordinates"":[]}"
9_00010000000000001694,24.78424136526362,Dera Ghazi Khan District,10,2025,"{""type"":""MultiPoint"",""coordinates"":[]}"
9_00010000000000001695,24.690145015826847,Faisalabad District,10,2025,"{""type"":""MultiPoint"",""coordinates"":[]}"
9_00010000000000001696,24.058331868970917,Gujranwala District,10,2025,"{""type"":""MultiPoint"",""coordinates"":[]}"
9_00010000000000001697,23.673066814987216,Gujrat District,10,2025,"{""type"":""MultiPoint"",""coordinates"":[]}"
9_00010000000000001698,24.59935685049652,Hafizabad District,10,2025,"{""type"":""MultiPoint"",""coordinates"":[]}"
9_00010000000000001699,25.796760043319484,Jhang District,10,2025,"{""type"":""MultiPoint"",""coordinates"":[]}"
9_0001000000000000169a,23.315217043630135,Jhelum District,10,2025,"{""type"":""MultiPoint"",""coordinates"":[]}"
9_0001000000000000169b,24.222515458365393,Kasur District,10,2025,"{""type"":""MultiPoint"",""coordinates"":[]}"
9_0001000000000000169c,26.41540048743467,Khanewal District,10,2025,"{""type"":""MultiPoint"",""coordinates"":[]}"
9_0001000000000000169d,25.070798869334745,Khushab District,10,2025,"{""type"":""MultiPoint"",""coordinates"":[]}"
9_0001000000000000169e,23.818156686411186,Lahore District,10,2025,"{""type"":""MultiPoint"",""coordinates"":[]}"
9_0001000000000000169f,26.26282831647582,Layyah District,10,2025,"{""type"":""MultiPoint"",""coordinates"":[]}"
9_000100000000000016a0,26.596992669440898,Lodhran District,10,2025,"{""type"":""MultiPoint"",""coordinates"":[]}"
9_000100000000000016a1,24.684503673724684,Mandi Bahauddin District,10,2025,"{""type"":""MultiPoint"",""coordinates"":[]}"
9_000100000000000016a2,25.08178421043202,Mianwali District,10,2025,"{""type"":""MultiPoint"",""coordinates"":[]}"
9_000100000000000016a3,26.72047688312706,Multan District,10,2025,"{""type"":""MultiPoint"",""coordinates"":[]}"
9_000100000000000016a4,26.40444874275775,Muzaffargarh District,10,2025,"{""type"":""MultiPoint"",""coordinates"":[]}"
9_000100000000000016a5,23.259966846394665,Narowal District,10,2025,"{""type"":""MultiPoint"",""coordinates"":[]}"
9_000100000000000016a6,24.761746544980127,Okara District,10,2025,"{""type"":""MultiPoint"",""coordinates"":[]}"
9_000100000000000016a7,25.6816592588842,Pakpattan District,10,2025,"{""type"":""MultiPoint"",""coordinates"":[]}"
9_000100000000000016a8,27.548384564707135,Rahim Yar Khan District,10,2025,"{""type"":""MultiPoint"",""coordinates"":[]}"
9_000100000000000016a9,26.42696359110708,Rajanpur District,10,2025,"{""type"":""MultiPoint"",""coordinates"":[]}"
9_000100000000000016aa,21.12823652480188,Rawalpindi District,10,2025,"{""type"":""MultiPoint"",""coordinates"":[]}"
9_000100000000000016ab,25.57004822542996,Sahiwal District,10,2025,"{""type"":""MultiPoint"",""coordinates"":[]}"
9_000100000000000016ac,25.210588594801447,Sargodha District,10,2025,"{""type"":""MultiPoint"",""coordinates"":[]}"
9_000100000000000016ad,23.978732604390757,Sheikhupura District,10,2025,"{""type"":""MultiPoint"",""coordinates"":[]}"
9_000100000000000016ae,23.25301892301058,Sialkot District,10,2025,"{""type"":""MultiPoint"",""coordinates"":[]}"
9_000100000000000016af,25.688490025880853,Toba Tek Singh District,10,2025,"{""type"":""MultiPoint"",""coordinates"":[]}"
9_000100000000000016b0,26.438923270488793,Vehari District,10,2025,"{""type"":""MultiPoint"",""coordinates"":[]}"
10_0001000000000000168f,15.497654173024381,Attock District,11,2025,"{""type"":""MultiPoint"",""coordinates"":[]}"
10_00010000000000001690,19.894409164958613,Bahawalnagar District,11,2025,"{""type"":""MultiPoint"",""coordinates"":[]}"
10_00010000000000001691,20.64425173881537,Bahawalpur District,11,2025,"{""type"":""MultiPoint"",""coordinates"":[]}"
10_00010000000000001692,19.10872777187827,Bhakkar District,11,2025,"{""type"":""MultiPoint"",""coordinates"":[]}"
10_00010000000000001693,16.59106670773564,Chakwal District,11,2025,"{""type"":""MultiPoint"",""coordinates"":[]}"
10_00010000000000001694,18.22736516470453,Dera Ghazi Khan District,11,2025,"{""type"":""MultiPoint"",""coordinates"":[]}"
10_00010000000000001695,18.518036162696923,Faisalabad District,11,2025,"{""type"":""MultiPoint"",""coordinates"":[]}"
10_00010000000000001696,17.696671030996708,Gujranwala District,11,2025,"{""type"":""MultiPoint"",""coordinates"":[]}"
10_00010000000000001697,17.008643444454776,Gujrat District,11,2025,"{""type"":""MultiPoint"",""coordinates"":[]}"
10_00010000000000001698,18.178068838835205,Hafizabad District,11,2025,"{""type"":""MultiPoint"",""coordinates"":[]}"
10_00010000000000001699,19.113403156331316,Jhang District,11,2025,"{""type"":""MultiPoint"",""coordinates"":[]}"
10_0001000000000000169a,16.381762898356467,Jhelum District,11,2025,"{""type"":""MultiPoint"",""coordinates"":[]}"
10_0001000000000000169b,17.937127281072254,Kasur District,11,2025,"{""type"":""MultiPoint"",""coordinates"":[]}"
10_0001000000000000169c,19.442781583340807,Khanewal District,11,2025,"{""type"":""MultiPoint"",""coordinates"":[]}"
10_0001000000000000169d,18.028134153458108,Khushab District,11,2025,"{""type"":""MultiPoint"",""coordinates"":[]}"
10_0001000000000000169e,17.569013488872972,Lahore District,11,2025,"{""type"":""MultiPoint"",""coordinates"":[]}"
10_0001000000000000169f,19.321667483093112,Layyah District,11,2025,"{""type"":""MultiPoint"",""coordinates"":[]}"
10_000100000000000016a0,19.556024302291,Lodhran District,11,2025,"{""type"":""MultiPoint"",""coordinates"":[]}"
10_000100000000000016a1,17.58945057523884,Mandi Bahauddin District,11,2025,"{""type"":""MultiPoint"",""coordinates"":[]}"
10_000100000000000016a2,17.91184506689124,Mianwali District,11,2025,"{""type"":""MultiPoint"",""coordinates"":[]}"
10_000100000000000016a3,19.58517865979481,Multan District,11,2025,"{""type"":""MultiPoint"",""coordinates"":[]}"
10_000100000000000016a4,19.304901057543727,Muzaffargarh District,11,2025,"{""type"":""MultiPoint"",""coordinates"":[]}"
10_000100000000000016a5,17.198093138571767,Narowal District,11,2025,"{""type"":""MultiPoint"",""coordinates"":[]}"
10_000100000000000016a6,18.633685879702107,Okara District,11,2025,"{""type"":""MultiPoint"",""coordinates"":[]}"
10_000100000000000016a7,19.381150035084485,Pakpattan District,11,2025,"{""type"":""MultiPoint"",""coordinates"":[]}"
10_000100000000000016a8,20.899076973772097,Rahim Yar Khan District,11,2025,"{""type"":""MultiPoint"",""coordinates"":[]}"
10_000100000000000016a9,19.401103498910384,Rajanpur District,11,2025,"{""type"":""MultiPoint"",""coordinates"":[]}"
10_000100000000000016aa,14.494292970405835,Rawalpindi District,11,2025,"{""type"":""MultiPoint"",""coordinates"":[]}"
10_000100000000000016ab,19.138715845476824,Sahiwal District,11,2025,"{""type"":""MultiPoint"",""coordinates"":[]}"
10_000100000000000016ac,18.203601015453476,Sargodha District,11,2025,"{""type"":""MultiPoint"",""coordinates"":[]}"
10_000100000000000016ad,17.800976674820472,Sheikhupura District,11,2025,"{""type"":""MultiPoint"",""coordinates"":[]}"
10_000100000000000016ae,17.12079201214357,Sialkot District,11,2025,"{""type"":""MultiPoint"",""coordinates"":[]}"
10_000100000000000016af,19.048383141727683,Toba Tek Singh District,11,2025,"{""type"":""MultiPoint"",""coordinates"":[]}"
10_000100000000000016b0,19.518051377204117,Vehari District,11,2025,"{""type"":""MultiPoint"",""coordinates"":[]}"
11_0001000000000000168f,12.986178405424225,Attock District,12,2025,"{""type"":""MultiPoint"",""coordinates"":[]}"
11_00010000000000001690,16.205871683945066,Bahawalnagar District,12,2025,"{""type"":""MultiPoint"",""coordinates"":[]}"
11_00010000000000001691,16.816219166314756,Bahawalpur District,12,2025,"{""type"":""MultiPoint"",""coordinates"":[]}"
11_00010000000000001692,15.365269959207634,Bhakkar District,12,2025,"{""type"":""MultiPoint"",""coordinates"":[]}"
11_00010000000000001693,13.8197098285023,Chakwal District,12,2025,"{""type"":""MultiPoint"",""coordinates"":[]}"
11_00010000000000001694,15.25053421390259,Dera Ghazi Khan District,12,2025,"{""type"":""MultiPoint"",""coordinates"":[]}"
11_00010000000000001695,15.237099202954203,Faisalabad District,12,2025,"{""type"":""MultiPoint"",""coordinates"":[]}"
11_00010000000000001696,14.646884999591425,Gujranwala District,12,2025,"{""type"":""MultiPoint"",""coordinates"":[]}"
11_00010000000000001697,14.421610806753932,Gujrat District,12,2025,"{""type"":""MultiPoint"",""coordinates"":[]}"
11_00010000000000001698,14.858232471896436,Hafizabad District,12,2025,"{""type"":""MultiPoint"",""coordinates"":[]}"
11_00010000000000001699,15.486911366677587,Jhang District,12,2025,"{""type"":""MultiPoint"",""coordinates"":[]}"
11_0001000000000000169a,13.96199893239965,Jhelum District,12,2025,"{""type"":""MultiPoint"",""coordinates"":[]}"
11_0001000000000000169b,14.770425229752988,Kasur District,12,2025,"{""type"":""MultiPoint"",""coordinates"":[]}"
11_0001000000000000169c,15.876711739217306,Khanewal District,12,2025,"{""type"":""MultiPoint"",""coordinates"":[]}"
11_0001000000000000169d,14.682050333872793,Khushab District,12,2025,"{""type"":""MultiPoint"",""coordinates"":[]}"
11_0001000000000000169e,14.448071927693904,Lahore District,12,2025,"{""type"":""MultiPoint"",""coordinates"":[]}"
11_0001000000000000169f,15.655534282166832,Layyah District,12,2025,"{""type"":""MultiPoint"",""coordinates"":[]}"
11_000100000000000016a0,16.092605029465403,Lodhran District,12,2025,"{""type"":""MultiPoint"",""coordinates"":[]}"
11_000100000000000016a1,14.494273716464022,Mandi Bahauddin District,12,2025,"{""type"":""MultiPoint"",""coordinates"":[]}"
11_000100000000000016a2,14.82248535304616,Mianwali District,12,2025,"{""type"":""MultiPoint"",""coordinates"":[]}"
11_000100000000000016a3,16.13384831620699,Multan District,12,2025,"{""type"":""MultiPoint"",""coordinates"":[]}"
11_000100000000000016a4,15.979905678211251,Muzaffargarh District,12,2025,"{""type"":""MultiPoint"",""coordinates"":[]}"
11_000100000000000016a5,14.130783837008655,Narowal District,12,2025,"{""type"":""MultiPoint"",""coordinates"":[]}"
11_000100000000000016a6,15.325931993089204,Okara District,12,2025,"{""type"":""MultiPoint"",""coordinates"":[]}"
11_000100000000000016a7,15.865276399611094,Pakpattan District,12,2025,"{""type"":""MultiPoint"",""coordinates"":[]}"
11_000100000000000016a8,17.14324379593906,Rahim Yar Khan District,12,2025,"{""type"":""MultiPoint"",""coordinates"":[]}"
11_000100000000000016a9,16.17114408080273,Rajanpur District,12,2025,"{""type"":""MultiPoint"",""coordinates"":[]}"
11_000100000000000016aa,12.509634755174943,Rawalpindi District,12,2025,"{""type"":""MultiPoint"",""coordinates"":[]}"
11_000100000000000016ab,15.615649962505152,Sahiwal District,12,2025,"{""type"":""MultiPoint"",""coordinates"":[]}"
11_000100000000000016ac,14.766272288448876,Sargodha District,12,2025,"{""type"":""MultiPoint"",""coordinates"":[]}"
11_000100000000000016ad,14.716806181623305,Sheikhupura District,12,2025,"{""type"":""MultiPoint"",""coordinates"":[]}"
11_000100000000000016ae,14.319107895991872,Sialkot District,12,2025,"{""type"":""MultiPoint"",""coordinates"":[]}"
11_000100000000000016af,15.543621552631723,Toba Tek Singh District,12,2025,"{""type"":""MultiPoint"",""coordinates"":[]}"
11_000100000000000016b0,15.93622259170121,Vehari District,12,2025,"{""type"":""MultiPoint"",""coordinates"":[]}"
